support,itemsets,itemset_size
0.01885703290359823,Spaghetti,1
0.0173176832788147,Diapers Pack,1
0.0173176832788147,Baby Formula,1
0.016548008466422938,Garlic Bread,1
0.016548008466422938,"Bacon, Eggs (12ct)",2
0.01539349624783529,"Cola 2L, Frozen Pizza",2
0.01539349624783529,"Burger Buns, Ground Beef",2
0.01520107754473735,"Penne, Tomato Pasta Sauce",2
0.015008658841639407,"Spaghetti, Tomato Pasta Sauce",2
0.014816240138541466,"Salsa Dip, Tortilla Chips",2
0.014431402732345585,"Ground Beef, Ketchup",2
0.014238984029247642,"Guacamole Dip, Tortilla Chips",2
0.01346930921685588,"Frozen Pizza, Ground Beef",2
0.01346930921685588,"Bagels, Frozen Pizza",2
0.01346930921685588,"Coffee, Sugar",2
0.01346930921685588,"Bagels, Frozen Vegetables",2
0.013084471810659996,"Frozen Pizza, Whole Wheat Bread",2
0.012892053107562055,"Peanut Butter, Strawberry Jam",2
0.012699634404464115,"Bagels, Ground Beef",2
0.012699634404464115,"Croissants, Paper Towels",2
0.012699634404464115,"Bagels, Paper Towels",2
0.012699634404464115,"Chicken Breast, Dish Soap",2
0.012699634404464115,"Bacon, Frozen Fries",2
0.012314796998268231,"Guacamole Dip, Whole Wheat Bread",2
0.012314796998268231,"Bacon, Whole Wheat Bread",2
0.012314796998268231,"Croissants, Sausages",2
0.012314796998268231,"Bagels, Laundry Detergent",2
0.012314796998268231,"Ground Beef, Whole Wheat Bread",2
0.012314796998268231,"Ground Beef, Sugar",2
0.012314796998268231,"Baby Wipes, Diapers Pack",2
0.01212237829517029,"Bagels, Dish Soap",2
0.01212237829517029,"Bacon, Frozen Vegetables",2
0.01212237829517029,"Sugar, Trash Bags",2
0.01212237829517029,"Cola 2L, Whole Wheat Bread",2
0.01212237829517029,"Frozen Vegetables, Ground Beef",2
0.01192995959207235,"Bacon, Laundry Detergent",2
0.01192995959207235,"Frozen Fries, Sausages",2
0.01192995959207235,"Croissants, Ground Beef",2
0.01192995959207235,"Bagels, Frozen Fries",2
0.01173754088897441,"Paper Towels, Wine Bottle",2
0.01173754088897441,"Frozen Pizza, Paper Towels",2
0.01173754088897441,"Frozen Vegetables, Sausages",2
0.01173754088897441,"Frozen Vegetables, Paper Towels",2
0.01173754088897441,"Croissants, Trash Bags",2
0.01173754088897441,"Frozen Pizza, Laundry Detergent",2
0.01173754088897441,"Dish Soap, Sausages",2
0.01173754088897441,"Croissants, Dish Soap",2
0.011545122185876467,"Butter, Frozen Fries",2
0.011545122185876467,"Guacamole Dip, Salsa Dip",2
0.011545122185876467,"Cheddar Cheese, Wine Bottle",2
0.011545122185876467,"Cola 2L, Laundry Detergent",2
0.011545122185876467,"Frozen Fries, Ground Beef",2
0.011545122185876467,"Bacon, Butter",2
0.011545122185876467,"Bagels, Croissants",2
0.011545122185876467,"Paper Towels, Sausages",2
0.011545122185876467,"Sausages, Trash Bags",2
0.011352703482778526,"Dish Soap, Laundry Detergent",2
0.011352703482778526,"Laundry Detergent, Trash Bags",2
0.011352703482778526,"Dish Soap, Wine Bottle",2
0.011352703482778526,"Chicken Breast, Eggs (12ct)",2
0.011352703482778526,"Frozen Fries, Frozen Vegetables",2
0.011352703482778526,"Bagels, Greek Yogurt",2
0.011352703482778526,"Bagels, Whole Wheat Bread",2
0.011160284779680585,"Ground Beef, Trash Bags",2
0.011160284779680585,"Ground Beef, Sausages",2
0.011160284779680585,"Frozen Pizza, Trash Bags",2
0.011160284779680585,"Croissants, Frozen Vegetables",2
0.011160284779680585,"Sugar, White Bread",2
0.011160284779680585,"Bacon, Paper Towels",2
0.011160284779680585,"Greek Yogurt, Paper Towels",2
0.011160284779680585,"Chicken Breast, Ground Beef",2
0.011160284779680585,"Frozen Fries, Frozen Pizza",2
0.011160284779680585,"Whole Wheat Bread, Wine Bottle",2
0.010967866076582644,"Bagels, Trash Bags",2
0.010967866076582644,"Bagels, Ice Cream",2
0.010967866076582644,"Sausages, White Bread",2
0.010967866076582644,"Apples, Bagels",2
0.010967866076582644,"Croissants, Milk 1L",2
0.010967866076582644,"Croissants, Ice Cream",2
0.010967866076582644,"Bacon, Cola 2L",2
0.010967866076582644,"Bacon, Bagels",2
0.010967866076582644,"Cola 2L, White Bread",2
0.010967866076582644,"Cereal, Croissants",2
0.010967866076582644,"Guacamole Dip, Laundry Detergent",2
0.010967866076582644,"Laundry Detergent, Sugar",2
0.010967866076582644,"Ice Cream, Laundry Detergent",2
0.010775447373484702,"Orange Juice, Paper Towels",2
0.010775447373484702,"Energy Drink, Sausages",2
0.010775447373484702,"Bacon, Croissants",2
0.010775447373484702,"Milk 1L, Paper Towels",2
0.010775447373484702,"Ground Beef, Paper Towels",2
0.010775447373484702,"Croissants, Frozen Pizza",2
0.010775447373484702,"Dish Soap, Whole Wheat Bread",2
0.010775447373484702,"Laundry Detergent, Whole Wheat Bread",2
0.010775447373484702,"Chicken Breast, White Bread",2
0.010775447373484702,"Ground Beef, Ice Cream",2
0.010583028670386761,"Frozen Fries, Orange Juice",2
0.010583028670386761,"Chicken Breast, Frozen Fries",2
0.010583028670386761,"Bacon, Energy Drink",2
0.010583028670386761,"Croissants, Wine Bottle",2
0.010583028670386761,"Croissants, Laundry Detergent",2
0.010583028670386761,"Frozen Pizza, Frozen Vegetables",2
0.010583028670386761,"Frozen Fries, Laundry Detergent",2
0.010583028670386761,"Croissants, Greek Yogurt",2
0.010583028670386761,"Lettuce, Paper Towels",2
0.010583028670386761,"Ground Beef, Guacamole Dip",2
0.010583028670386761,"Paper Towels, White Bread",2
0.010583028670386761,"Frozen Vegetables, Whole Wheat Bread",2
0.010583028670386761,"Energy Drink, Ground Beef",2
0.010583028670386761,"Laundry Detergent, Wine Bottle",2
0.010583028670386761,"Laundry Detergent, Paper Towels",2
0.010583028670386761,"Ground Beef, Pretzels",2
0.01039060996728882,"Laundry Detergent, Sausages",2
0.01039060996728882,"Beer 6-Pack, Whole Wheat Bread",2
0.01039060996728882,"Croissants, Pretzels",2
0.01039060996728882,"Beer 6-Pack, Croissants",2
0.01039060996728882,"Bacon, Ice Cream",2
0.01039060996728882,"Milk 1L, White Bread",2
0.01039060996728882,"Chicken Breast, Frozen Pizza",2
0.01039060996728882,"Greek Yogurt, Laundry Detergent",2
0.01039060996728882,"Croissants, Whole Wheat Bread",2
0.01039060996728882,"Croissants, Frozen Fries",2
0.01039060996728882,"Frozen Pizza, Sausages",2
0.01039060996728882,"Bagels, Sausages",2
0.01039060996728882,"Milk 1L, Sausages",2
0.01039060996728882,"Frozen Fries, Greek Yogurt",2
0.01039060996728882,"Apples, Croissants",2
0.01039060996728882,"Cola 2L, Ice Cream",2
0.01019819126419088,"Chicken Breast, Croissants",2
0.01019819126419088,"Cheddar Cheese, Laundry Detergent",2
0.01019819126419088,"Paper Towels, Sugar",2
0.01019819126419088,"Bacon, Frozen Pizza",2
0.01019819126419088,"Frozen Vegetables, Greek Yogurt",2
0.01019819126419088,"Frozen Vegetables, Guacamole Dip",2
0.01019819126419088,"Beer 6-Pack, Ground Beef",2
0.01019819126419088,"Butter, Laundry Detergent",2
0.01019819126419088,"Chicken Breast, Pretzels",2
0.01019819126419088,"Laundry Detergent, White Bread",2
0.01019819126419088,"Butter, Croissants",2
0.01019819126419088,"Bagels, Coffee",2
0.01019819126419088,"Cola 2L, Frozen Fries",2
0.01019819126419088,"Frozen Vegetables, Salsa Dip",2
0.01019819126419088,"Paper Towels, Whole Wheat Bread",2
0.01019819126419088,"Ice Cream, Salsa Dip",2
0.010005772561092939,"Frozen Fries, Wine Bottle",2
0.010005772561092939,"Bacon, Ground Beef",2
0.010005772561092939,"Bagels, Butter",2
0.010005772561092939,"Milk 1L, Trash Bags",2
0.010005772561092939,"Bagels, Guacamole Dip",2
0.010005772561092939,"Ground Beef, Salsa Dip",2
0.010005772561092939,"Bacon, Sparkling Water",2
0.010005772561092939,"Chicken Breast, Sparkling Water",2
0.010005772561092939,"Ground Beef, Wine Bottle",2
0.010005772561092939,"Butter, Paper Towels",2
0.010005772561092939,"Guacamole Dip, White Bread",2
0.010005772561092939,"Dish Soap, Frozen Fries",2
0.010005772561092939,"Frozen Vegetables, Ice Cream",2
0.010005772561092939,"Croissants, Tortilla Chips",2
0.010005772561092939,"Chicken Breast, Trash Bags",2
0.010005772561092939,"Croissants, Oatmeal",2
0.010005772561092939,"White Bread, Whole Wheat Bread",2
0.010005772561092939,"Beer 6-Pack, Dish Soap",2
0.010005772561092939,"Frozen Fries, Guacamole Dip",2
0.010005772561092939,"Frozen Fries, Ice Cream",2
0.009813353857994997,"Chicken Breast, Whole Wheat Bread",2
0.009813353857994997,"Croissants, Eggs (12ct)",2
0.009813353857994997,"Ground Beef, Sparkling Water",2
0.009813353857994997,"Ice Cream, Trash Bags",2
0.009813353857994997,"Guacamole Dip, Milk 1L",2
0.009813353857994997,"Chicken Breast, Ice Cream",2
0.009813353857994997,"Eggs (12ct), Whole Wheat Bread",2
0.009813353857994997,"Croissants, White Bread",2
0.009813353857994997,"Frozen Fries, White Bread",2
0.009813353857994997,"Bagels, White Bread",2
0.009813353857994997,"Milk 1L, Whole Wheat Bread",2
0.009813353857994997,"Bacon, Cheddar Cheese",2
0.009813353857994997,"Frozen Vegetables, White Bread",2
0.009813353857994997,"Cola 2L, Milk 1L",2
0.009813353857994997,"Chicken Breast, Cola 2L",2
0.009813353857994997,"Cola 2L, Croissants",2
0.009813353857994997,"Dish Soap, Eggs (12ct)",2
0.009620935154897056,"Ice Cream, Wine Bottle",2
0.009620935154897056,"Greek Yogurt, Trash Bags",2
0.009620935154897056,"Ground Beef, Laundry Detergent",2
0.009620935154897056,"Greek Yogurt, Milk 1L",2
0.009620935154897056,"Greek Yogurt, Sausages",2
0.009620935154897056,"Butter, Chicken Breast",2
0.009620935154897056,"Butter, Frozen Vegetables",2
0.009620935154897056,"Chicken Breast, Laundry Detergent",2
0.009620935154897056,"Cola 2L, Ground Beef",2
0.009620935154897056,"Ice Cream, Pretzels",2
0.009620935154897056,"Frozen Fries, Pretzels",2
0.009620935154897056,"Ground Beef, White Bread",2
0.009620935154897056,"Ice Cream, Whole Wheat Bread",2
0.009620935154897056,"Frozen Vegetables, Laundry Detergent",2
0.009620935154897056,"Guacamole Dip, Sugar",2
0.009620935154897056,"Bagels, Cola 2L",2
0.009620935154897056,"Bacon, Orange Juice",2
0.009620935154897056,"Bagels, Beer 6-Pack",2
0.009620935154897056,"Cheddar Cheese, White Bread",2
0.009620935154897056,"Frozen Fries, Whole Wheat Bread",2
0.009620935154897056,"Milk 1L, Sugar",2
0.009620935154897056,"Frozen Vegetables, Pretzels",2
0.009428516451799115,"Dish Soap, Sparkling Water",2
0.009428516451799115,"Bacon, Milk 1L",2
0.009428516451799115,"Paper Towels, Trash Bags",2
0.009428516451799115,"Energy Drink, White Bread",2
0.009428516451799115,"Bagels, Energy Drink",2
0.009428516451799115,"BBQ Sauce, Charcoal Bag",2
0.009428516451799115,"Greek Yogurt, Ice Cream",2
0.009428516451799115,"Chicken Breast, Frozen Vegetables",2
0.009428516451799115,"Coffee, Salsa Dip",2
0.009428516451799115,"Balloons Pack, Candles",2
0.009428516451799115,"Cola 2L, Guacamole Dip",2
0.009428516451799115,"Butter, Sparkling Water",2
0.009428516451799115,"Ground Beef, Oatmeal",2
0.009428516451799115,"Chicken Breast, Milk 1L",2
0.009428516451799115,"Coffee, Trash Bags",2
0.009428516451799115,"Beer 6-Pack, White Bread",2
0.009428516451799115,"Beer 6-Pack, Frozen Vegetables",2
0.009428516451799115,"Frozen Pizza, Sugar",2
0.009428516451799115,"Laundry Detergent, Tomatoes",2
0.009236097748701174,"Butter, Ice Cream",2
0.009236097748701174,"Milk 1L, Sparkling Water",2
0.009236097748701174,"Butter, Eggs (12ct)",2
0.009236097748701174,"Chicken Breast, Wine Bottle",2
0.009236097748701174,"Ice Cream, Paper Towels",2
0.009236097748701174,"Beer 6-Pack, Frozen Fries",2
0.009236097748701174,"Salsa Dip, Whole Wheat Bread",2
0.009236097748701174,"Dish Soap, Ground Beef",2
0.009236097748701174,"Tomatoes, Trash Bags",2
0.009236097748701174,"Bananas, Chicken Breast",2
0.009236097748701174,"Avocado, Paper Towels",2
0.009236097748701174,"Cereal, Laundry Detergent",2
0.009236097748701174,"Energy Drink, Frozen Pizza",2
0.009236097748701174,"Paper Towels, Potato Chips",2
0.009236097748701174,"Energy Drink, Milk 1L",2
0.009236097748701174,"Balloons Pack, Paper Plates",2
0.009236097748701174,"Bagels, Eggs (12ct)",2
0.009236097748701174,"Frozen Pizza, Milk 1L",2
0.009236097748701174,"Cereal, Trash Bags",2
0.009236097748701174,"Cereal, White Bread",2
0.009236097748701174,"Greek Yogurt, White Bread",2
0.009236097748701174,"Avocado, Whole Wheat Bread",2
0.009236097748701174,"Cereal, Dish Soap",2
0.009236097748701174,"Cereal, Cola 2L",2
0.009236097748701174,"Cola 2L, Eggs (12ct)",2
0.009236097748701174,"Ice Cream, Sausages",2
0.009236097748701174,"Coffee, Croissants",2
0.009236097748701174,"Coffee, Frozen Pizza",2
0.009236097748701174,"Burger Buns, Charcoal Bag",2
0.009236097748701174,"Croissants, Guacamole Dip",2
0.009236097748701174,"Butter, Whole Wheat Bread",2
0.009236097748701174,"Coffee, Laundry Detergent",2
0.009236097748701174,"Ice Cream, Milk 1L",2
0.009236097748701174,"Avocado, Bagels",2
0.009043679045603232,"Butter, Guacamole Dip",2
0.009043679045603232,"Sugar, Wine Bottle",2
0.009043679045603232,"Butter, Ground Beef",2
0.009043679045603232,"Avocado, Chicken Breast",2
0.009043679045603232,"Laundry Detergent, Potato Chips",2
0.009043679045603232,"Croissants, Orange Juice",2
0.009043679045603232,"Laundry Detergent, Sparkling Water",2
0.009043679045603232,"Frozen Pizza, Salsa Dip",2
0.009043679045603232,"Cereal, Guacamole Dip",2
0.009043679045603232,"Cereal, Frozen Pizza",2
0.009043679045603232,"Guacamole Dip, Ice Cream",2
0.009043679045603232,"Eggs (12ct), Sparkling Water",2
0.009043679045603232,"Dish Soap, Tortilla Chips",2
0.009043679045603232,"Dish Soap, Sugar",2
0.009043679045603232,"Eggs (12ct), Lettuce",2
0.009043679045603232,"Eggs (12ct), Ice Cream",2
0.009043679045603232,"Dish Soap, White Bread",2
0.009043679045603232,"Eggs (12ct), Frozen Fries",2
0.009043679045603232,"Coffee, Dish Soap",2
0.009043679045603232,"Chicken Breast, Paper Towels",2
0.009043679045603232,"Frozen Fries, Trash Bags",2
0.009043679045603232,"Frozen Pizza, Ice Cream",2
0.009043679045603232,"Cheddar Cheese, Energy Drink",2
0.009043679045603232,"Bagels, Sugar",2
0.009043679045603232,"Energy Drink, Wine Bottle",2
0.009043679045603232,"Eggs (12ct), Sausages",2
0.009043679045603232,"Bagels, Salsa Dip",2
0.009043679045603232,"Cheddar Cheese, Sausages",2
0.009043679045603232,"Apples, Paper Towels",2
0.009043679045603232,"Bacon, Sugar",2
0.009043679045603232,"Bacon, Wine Bottle",2
0.009043679045603232,"Frozen Pizza, Guacamole Dip",2
0.009043679045603232,"Dish Soap, Orange Juice",2
0.009043679045603232,"Dish Soap, Pretzels",2
0.009043679045603232,"Dish Soap, Paper Towels",2
0.009043679045603232,"Pretzels, Sausages",2
0.008851260342505291,"Frozen Fries, Milk 1L",2
0.008851260342505291,"Frozen Fries, Sparkling Water",2
0.008851260342505291,"Frozen Fries, Salsa Dip",2
0.008851260342505291,"Chicken Breast, Sugar",2
0.008851260342505291,"Beer 6-Pack, Milk 1L",2
0.008851260342505291,"Cheddar Cheese, Milk 1L",2
0.008851260342505291,"Greek Yogurt, Wine Bottle",2
0.008851260342505291,"Cheddar Cheese, Sugar",2
0.008851260342505291,"Ground Beef, Milk 1L",2
0.008851260342505291,"Butter, Orange Juice",2
0.008851260342505291,"Croissants, Sugar",2
0.008851260342505291,"Cheddar Cheese, Frozen Pizza",2
0.008851260342505291,"Cola 2L, Sausages",2
0.008851260342505291,"Cola 2L, Trash Bags",2
0.008851260342505291,"Eggs (12ct), Paper Towels",2
0.008851260342505291,"Cola 2L, Oatmeal",2
0.008851260342505291,"Sparkling Water, Trash Bags",2
0.008851260342505291,"Sausages, Whole Wheat Bread",2
0.008851260342505291,"Orange Juice, Sausages",2
0.008851260342505291,"Paper Towels, Salsa Dip",2
0.008851260342505291,"Bacon, Chicken Breast",2
0.008851260342505291,"Frozen Fries, Sugar",2
0.008851260342505291,"Eggs (12ct), White Bread",2
0.008851260342505291,"Beer 6-Pack, Chicken Breast",2
0.008851260342505291,"Beer 6-Pack, Energy Drink",2
0.008851260342505291,"Milk 1L, Pretzels",2
0.008851260342505291,"Milk 1L, Salsa Dip",2
0.008851260342505291,"Butter, Cheddar Cheese",2
0.008851260342505291,"Butter, Coffee",2
0.008851260342505291,"Frozen Vegetables, Sugar",2
0.008851260342505291,"Coffee, Pretzels",2
0.008851260342505291,"Apples, Frozen Vegetables",2
0.008851260342505291,"Croissants, Energy Drink",2
0.008851260342505291,"Laundry Detergent, Salsa Dip",2
0.00865884163940735,"Frozen Pizza, Wine Bottle",2
0.00865884163940735,"Beer 6-Pack, Orange Juice",2
0.00865884163940735,"Laundry Detergent, Tortilla Chips",2
0.00865884163940735,"Pretzels, White Bread",2
0.00865884163940735,"Sugar, Tortilla Chips",2
0.00865884163940735,"Frozen Vegetables, Milk 1L",2
0.00865884163940735,"Bagels, Milk 1L",2
0.00865884163940735,"Cola 2L, Frozen Vegetables",2
0.00865884163940735,"Cereal, Coffee",2
0.00865884163940735,"Cola 2L, Dish Soap",2
0.00865884163940735,"Cereal, Frozen Vegetables",2
0.00865884163940735,"Energy Drink, Ice Cream",2
0.00865884163940735,"Butter, Trash Bags",2
0.00865884163940735,"Cheddar Cheese, Whole Wheat Bread",2
0.00865884163940735,"Dish Soap, Milk 1L",2
0.00865884163940735,"Butter, Milk 1L",2
0.00865884163940735,"Croissants, Tomatoes",2
0.00865884163940735,"Cola 2L, Potato Chips",2
0.00865884163940735,"Chicken Breast, Sausages",2
0.00865884163940735,"Butter, Tortilla Chips",2
0.00865884163940735,"Paper Towels, Tortilla Chips",2
0.00865884163940735,"Oatmeal, Sausages",2
0.00865884163940735,"Bacon, White Bread",2
0.00865884163940735,"Energy Drink, Sugar",2
0.00865884163940735,"Avocado, Milk 1L",2
0.00865884163940735,"Cola 2L, Energy Drink",2
0.00865884163940735,"Bacon, Pretzels",2
0.00846642293630941,"Avocado, Laundry Detergent",2
0.00846642293630941,"Coffee, Sparkling Water",2
0.00846642293630941,"Sugar, Whole Wheat Bread",2
0.00846642293630941,"Salsa Dip, Sausages",2
0.00846642293630941,"Avocado, Croissants",2
0.00846642293630941,"Tortilla Chips, White Bread",2
0.00846642293630941,"Sparkling Water, Whole Wheat Bread",2
0.00846642293630941,"Sausages, Tortilla Chips",2
0.00846642293630941,"Butter, Oatmeal",2
0.00846642293630941,"Dish Soap, Frozen Pizza",2
0.00846642293630941,"Chicken Breast, Energy Drink",2
0.00846642293630941,"Beer 6-Pack, Potato Chips",2
0.00846642293630941,"Laundry Detergent, Milk 1L",2
0.00846642293630941,"Beer 6-Pack, Trash Bags",2
0.00846642293630941,"Greek Yogurt, Pretzels",2
0.00846642293630941,"Dish Soap, Ice Cream",2
0.00846642293630941,"Frozen Pizza, Orange Juice",2
0.00846642293630941,"Bagels, Pretzels",2
0.00846642293630941,"Ice Cream, Sparkling Water",2
0.00846642293630941,"Oatmeal, Paper Towels",2
0.00846642293630941,"Energy Drink, Greek Yogurt",2
0.00846642293630941,"Energy Drink, Orange Juice",2
0.00846642293630941,"Energy Drink, Whole Wheat Bread",2
0.00846642293630941,"Oatmeal, White Bread",2
0.00846642293630941,"Bagels, Cereal",2
0.00846642293630941,"Energy Drink, Trash Bags",2
0.00846642293630941,"Bananas, Sausages",2
0.00846642293630941,"Eggs (12ct), Ground Beef",2
0.00846642293630941,"Frozen Pizza, White Bread",2
0.00846642293630941,"Eggs (12ct), Laundry Detergent",2
0.00846642293630941,"Laundry Detergent, Pretzels",2
0.00846642293630941,"Ice Cream, White Bread",2
0.008274004233211469,"Salsa Dip, Trash Bags",2
0.008274004233211469,"Trash Bags, White Bread",2
0.008274004233211469,"Frozen Fries, Lettuce",2
0.008274004233211469,"Frozen Vegetables, Trash Bags",2
0.008274004233211469,"Cereal, Paper Towels",2
0.008274004233211469,"Cereal, Oatmeal",2
0.008274004233211469,"Dish Soap, Oatmeal",2
0.008274004233211469,"Cheddar Cheese, Trash Bags",2
0.008274004233211469,"Cheddar Cheese, Ice Cream",2
0.008274004233211469,"Beer 6-Pack, Cola 2L",2
0.008274004233211469,"Cereal, Whole Wheat Bread",2
0.008274004233211469,"Cheddar Cheese, Chicken Breast",2
0.008274004233211469,"Ground Beef, Orange Juice",2
0.008274004233211469,"Ground Beef, Tortilla Chips",2
0.008274004233211469,"Croissants, Sparkling Water",2
0.008274004233211469,"Butter, Wine Bottle",2
0.008274004233211469,"Eggs (12ct), Frozen Vegetables",2
0.008274004233211469,"Eggs (12ct), Frozen Pizza",2
0.008274004233211469,"Dish Soap, Trash Bags",2
0.008274004233211469,"Cola 2L, Sparkling Water",2
0.008274004233211469,"Coffee, Ice Cream",2
0.008274004233211469,"Coffee, Cola 2L",2
0.008274004233211469,"Bananas, Trash Bags",2
0.008274004233211469,"Guacamole Dip, Wine Bottle",2
0.008274004233211469,"Beer 6-Pack, Pretzels",2
0.008274004233211469,"Ice Cream, Oatmeal",2
0.008274004233211469,"Eggs (12ct), Milk 1L",2
0.008274004233211469,"Eggs (12ct), Orange Juice",2
0.008274004233211469,"Ice Cream, Orange Juice",2
0.008274004233211469,"Ice Cream, Tomatoes",2
0.008274004233211469,"Croissants, Onions",2
0.008274004233211469,"Frozen Pizza, Potato Chips",2
0.008274004233211469,"Bacon, Oatmeal",2
0.008274004233211469,"Energy Drink, Paper Towels",2
0.008274004233211469,"Bagels, Orange Juice",2
0.008274004233211469,"Bagels, Chicken Breast",2
0.008274004233211469,"Bananas, Frozen Pizza",2
0.008274004233211469,"Energy Drink, Frozen Fries",2
0.008274004233211469,"Oatmeal, Sugar",2
0.008274004233211469,"Oatmeal, Trash Bags",2
0.008274004233211469,"Pretzels, Salsa Dip",2
0.008274004233211469,"Potato Chips, Whole Wheat Bread",2
0.008274004233211469,"Potato Chips, Trash Bags",2
0.008274004233211469,"Energy Drink, Pretzels",2
0.008274004233211469,"Paper Towels, Sparkling Water",2
0.008274004233211469,"Orange Juice, Trash Bags",2
0.008274004233211469,"Paper Towels, Pretzels",2
0.008274004233211469,"Sausages, Wine Bottle",2
0.008081585530113526,"Sausages, Sugar",2
0.008081585530113526,"Salsa Dip, Sugar",2
0.008081585530113526,"Frozen Vegetables, Lettuce",2
0.008081585530113526,"Frozen Vegetables, Oatmeal",2
0.008081585530113526,"Chicken Breast, Salsa Dip",2
0.008081585530113526,"Cola 2L, Orange Juice",2
0.008081585530113526,"Beer 6-Pack, Salsa Dip",2
0.008081585530113526,"Ice Cream, Sugar",2
0.008081585530113526,"Ice Cream, Tortilla Chips",2
0.008081585530113526,"Beer 6-Pack, Wine Bottle",2
0.008081585530113526,"Dish Soap, Guacamole Dip",2
0.008081585530113526,"Dish Soap, Energy Drink",2
0.008081585530113526,"Cereal, Salsa Dip",2
0.008081585530113526,"Cereal, Sugar",2
0.008081585530113526,"Cheddar Cheese, Eggs (12ct)",2
0.008081585530113526,"Cheddar Cheese, Dish Soap",2
0.008081585530113526,"Cheddar Cheese, Guacamole Dip",2
0.008081585530113526,"Cheddar Cheese, Frozen Fries",2
0.008081585530113526,"Coffee, Wine Bottle",2
0.008081585530113526,"Cola 2L, Greek Yogurt",2
0.008081585530113526,"Orange Juice, White Bread",2
0.008081585530113526,"Frozen Fries, Onions",2
0.008081585530113526,"Oatmeal, Salsa Dip",2
0.008081585530113526,"Milk 1L, Wine Bottle",2
0.008081585530113526,"Bagels, Lettuce",2
0.008081585530113526,"Bacon, Bananas",2
0.008081585530113526,"Sparkling Water, Sugar",2
0.008081585530113526,"Apples, Dish Soap",2
0.008081585530113526,"Frozen Pizza, Greek Yogurt",2
0.008081585530113526,"Eggs (12ct), Wine Bottle",2
0.008081585530113526,"Ground Beef, Potato Chips",2
0.008081585530113526,"Bananas, Croissants",2
0.007889166827015586,"Cola 2L, Paper Towels",2
0.007889166827015586,"Cola 2L, Sugar",2
0.007889166827015586,"Frozen Vegetables, Orange Juice",2
0.007889166827015586,"Pretzels, Whole Wheat Bread",2
0.007889166827015586,"Ice Cream, Potato Chips",2
0.007889166827015586,"Oatmeal, Sparkling Water",2
0.007889166827015586,"Bagels, Sparkling Water",2
0.007889166827015586,"Energy Drink, Frozen Vegetables",2
0.007889166827015586,"Avocado, Ground Beef",2
0.007889166827015586,"Eggs (12ct), Greek Yogurt",2
0.007889166827015586,"Eggs (12ct), Oatmeal",2
0.007889166827015586,"Beer 6-Pack, Paper Towels",2
0.007889166827015586,"Bananas, Butter",2
0.007889166827015586,"Bacon, Salsa Dip",2
0.007889166827015586,"Cereal, Wine Bottle",2
0.007889166827015586,"Beer 6-Pack, Laundry Detergent",2
0.007889166827015586,"Laundry Detergent, Orange Juice",2
0.007889166827015586,"Guacamole Dip, Paper Towels",2
0.007889166827015586,"Beer 6-Pack, Guacamole Dip",2
0.007889166827015586,"Dish Soap, Onions",2
0.007889166827015586,"Bacon, Greek Yogurt",2
0.007889166827015586,"Butter, Salsa Dip",2
0.007889166827015586,"Beer 6-Pack, Sausages",2
