antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,antecedent_len,consequent_len
0.007119492014623821,0.02867038676159323,0.005580142389840293,0.7837837837837838,27.337747143116268,1.0,0.005376023800234953,4.492399461227631,0.970328789093825,0.18471337579617836,0.7774018075127425,0.48920732813350265,"Charcoal Bag, Ground Beef",BBQ Sauce,2,1
0.0173176832788147,0.028093130652299403,0.012314796998268231,0.7111111111111111,25.312633181126333,1.0,0.011828289059321349,3.3642930092805026,0.9774206970824358,0.3720930232558139,0.702760729448514,0.5747336377473364,Diapers Pack,Baby Wipes,1,1
0.028093130652299403,0.0173176832788147,0.012314796998268231,0.4383561643835616,25.31263318112633,1.0,0.011828289059321349,1.7496538809913786,0.9882572757869729,0.3720930232558139,0.4284583877621636,0.5747336377473364,Baby Wipes,Diapers Pack,1,1
0.007504329420819703,0.032133923417356165,0.005772561092938233,0.7692307692307693,23.938277291570706,1.0,0.005531417546031,4.194086331858124,0.965471112834432,0.17045454545454547,0.761569047254932,0.47443574389682175,"BBQ Sauce, Ground Beef",Burger Buns,2,1
0.009236097748701174,0.02867038676159323,0.005964979796036175,0.6458333333333334,22.526146532438478,1.0,0.0057001773014130315,2.742577731496678,0.9645155025404243,0.18674698795180725,0.6353795232435288,0.4269435123042506,"Burger Buns, Charcoal Bag",BBQ Sauce,2,1
0.006349817202232057,0.049259187993072925,0.006349817202232057,1.0,20.30078125,1.0,0.00603703036294566,inf,0.9568164213787761,0.12890625,1.0,0.564453125,"Parmesan Cheese, Spaghetti",Tomato Pasta Sauce,2,1
0.009428516451799115,0.032133923417356165,0.005964979796036175,0.6326530612244898,19.688011731638767,1.0,0.005662004570434779,2.6347465418083083,0.9582424743715067,0.16756756756756758,0.6204568507323407,0.40914090186972996,"BBQ Sauce, Charcoal Bag",Burger Buns,2,1
0.01539349624783529,0.02212815085626323,0.006349817202232057,0.4125,18.64141304347826,1.0,0.006009187595054636,1.664462721946786,0.9611514796193318,0.20370370370370372,0.39920552931916564,0.3497282608695652,"Burger Buns, Ground Beef",Charcoal Bag,2,1
0.02212815085626323,0.01539349624783529,0.006349817202232057,0.28695652173913044,18.64141304347826,1.0,0.006009187595054636,1.380850584530475,0.9677709801676743,0.20370370370370372,0.27580868545598214,0.3497282608695652,Charcoal Bag,"Burger Buns, Ground Beef",1,2
0.015008658841639407,0.02347508177794882,0.006349817202232057,0.4230769230769231,18.022383354350566,1.0,0.0059974877085472375,1.692643191584889,0.9589053259692056,0.1976047904191617,0.40920803334596434,0.3467843631778058,"Spaghetti, Tomato Pasta Sauce",Parmesan Cheese,2,1
0.02347508177794882,0.015008658841639407,0.006349817202232057,0.2704918032786885,18.022383354350566,1.0,0.0059974877085472375,1.3502128496777528,0.967218987908643,0.1976047904191617,0.259376030794949,0.3467843631778058,Parmesan Cheese,"Spaghetti, Tomato Pasta Sauce",1,2
0.0205888012314797,0.02770829324610352,0.009428516451799115,0.45794392523364486,16.52732346832814,1.0,0.008858035909691538,1.7937105624597744,0.9592438154043542,0.2425742574257426,0.44249645348095235,0.39911085150571135,Balloons Pack,Candles,1,1
0.02770829324610352,0.0205888012314797,0.009428516451799115,0.3402777777777778,16.52732346832814,1.0,0.008858035909691538,1.4845811855017572,0.9662677657645286,0.2425742574257426,0.3264093538528705,0.39911085150571135,Candles,Balloons Pack,1,1
0.02405233788724264,0.0173176832788147,0.00673465460842794,0.28,16.168444444444447,1.0,0.006318123838781636,1.3648365510016462,0.9612719693555655,0.19444444444444445,0.26731153318973955,0.33444444444444443,Baby Food Jars,Baby Formula,1,1
0.0173176832788147,0.02405233788724264,0.00673465460842794,0.3888888888888889,16.168444444444443,1.0,0.006318123838781636,1.5970052652754212,0.9546840471062128,0.19444444444444445,0.37382798808271994,0.33444444444444443,Baby Formula,Baby Food Jars,1,1
0.01885703290359823,0.049259187993072925,0.015008658841639407,0.7959183673469388,16.157764668367346,1.0,0.0140797767128495,4.658629978833942,0.9561402185446116,0.2826086956521739,0.7853446175069907,0.5503029336734694,Spaghetti,Tomato Pasta Sauce,1,1
0.049259187993072925,0.01885703290359823,0.015008658841639407,0.3046875,16.157764668367346,1.0,0.0140797767128495,1.4110820200937015,0.986715032252373,0.2826086956521739,0.2913239728378113,0.5503029336734694,Tomato Pasta Sauce,Spaghetti,1,1
0.02578410621512411,0.03348085433904176,0.012892053107562055,0.5,14.933908045977011,1.0,0.012028779203111104,1.9330382913219164,0.9577325696227533,0.2780082987551867,0.48267967350189134,0.44252873563218387,Peanut Butter,Strawberry Jam,1,1
0.03348085433904176,0.02578410621512411,0.012892053107562055,0.3850574712643678,14.93390804597701,1.0,0.012028779203111104,1.5842389300800783,0.9653593470037827,0.2780082987551867,0.3687820814064624,0.44252873563218387,Strawberry Jam,Peanut Butter,1,1
0.02867038676159323,0.02212815085626323,0.009428516451799115,0.3288590604026846,14.861569886197842,1.0,0.008794093808431169,1.457029055224168,0.960242892719687,0.22790697674418606,0.313671888412584,0.3774730084622119,BBQ Sauce,Charcoal Bag,1,1
0.02212815085626323,0.02867038676159323,0.009428516451799115,0.4260869565217391,14.86156988619784,1.0,0.008794093808431169,1.6924682654911631,0.9538185994586736,0.22790697674418606,0.40914697168056224,0.3774730084622119,Charcoal Bag,BBQ Sauce,1,1
0.014431402732345585,0.032133923417356165,0.00673465460842794,0.4666666666666667,14.522554890219562,1.0,0.006270917018221722,1.8147488935924572,0.9447760361465944,0.16908212560386476,0.448959575878065,0.33812375249501,"Ground Beef, Ketchup",Burger Buns,2,1
0.01885703290359823,0.02347508177794882,0.006349817202232057,0.336734693877551,14.344345935095347,1.0,0.0059071468127306175,1.4722991074732465,0.94816571282545,0.17647058823529413,0.32079018799638076,0.3036132485781198,Spaghetti,Parmesan Cheese,1,1
0.02347508177794882,0.01885703290359823,0.006349817202232057,0.2704918032786885,14.344345935095347,1.0,0.0059071468127306175,1.344937550401809,0.9526496492013734,0.17647058823529413,0.25647105346917903,0.3036132485781198,Parmesan Cheese,Spaghetti,1,1
0.0205888012314797,0.03271117952664999,0.009236097748701174,0.4485981308411215,13.713908741066522,1.0,0.00856261377537973,1.754235657468618,0.9465700720366732,0.20960698689956336,0.42995116092725455,0.36547553600879606,Balloons Pack,Paper Plates,1,1
0.03271117952664999,0.0205888012314797,0.009236097748701174,0.28235294117647064,13.713908741066522,1.0,0.00856261377537973,1.3647533097594138,0.9584327962336715,0.20960698689956336,0.26726684386917837,0.36547553600879606,Paper Plates,Balloons Pack,1,1
0.022705406965557052,0.049259187993072925,0.01520107754473735,0.6694915254237288,13.591201006355933,1.0,0.014082627634561747,2.87660040555942,0.9479464959961719,0.2677966101694916,0.6523674271659823,0.4890426377118644,Penne,Tomato Pasta Sauce,1,1
0.049259187993072925,0.022705406965557052,0.01520107754473735,0.30859375,13.591201006355933,1.0,0.014082627634561747,1.4134882249537706,0.9744222329821002,0.2677966101694916,0.29253036399881865,0.4890426377118644,Tomato Pasta Sauce,Penne,1,1
0.01539349624783529,0.03290359822974793,0.00673465460842794,0.4375,13.296418128654972,1.0,0.006228153192538035,1.7192824920360037,0.9392501186521119,0.16203703703703703,0.41836201750895347,0.32108918128654973,"Burger Buns, Ground Beef",Ketchup,2,1
0.01539349624783529,0.02867038676159323,0.005772561092938233,0.375,13.07969798657718,1.0,0.005331223601899662,1.5541273811814507,0.937984496124031,0.1507537688442211,0.3565520998415214,0.2881711409395973,"Burger Buns, Ground Beef",BBQ Sauce,2,1
0.02212815085626323,0.032133923417356165,0.009236097748701174,0.41739130434782606,12.989117417339235,1.0,0.008525033443718308,1.6612626687612544,0.9438992194674013,0.20512820512820515,0.3980482323450601,0.35240822702421243,Charcoal Bag,Burger Buns,1,1
0.032133923417356165,0.02212815085626323,0.009236097748701174,0.2874251497005988,12.989117417339234,1.0,0.008525033443718308,1.3723075530000342,0.9536572233267065,0.20512820512820515,0.27130037445769617,0.35240822702421243,Burger Buns,Charcoal Bag,1,1
0.00673465460842794,0.10583028670386761,0.00673465460842794,1.0,9.44909090909091,1.0,0.006021924180366487,inf,0.900232468035645,0.06363636363636364,1.0,0.5318181818181819,"Burger Buns, Ketchup",Ground Beef,2,1
0.005964979796036175,0.10583028670386761,0.005387723686742351,0.9032258064516128,8.53466275659824,1.0,0.004756448164745065,9.239753704060021,0.8881284221005475,0.05063291139240506,0.8917720069139298,0.47706744868035184,"BBQ Sauce, Burger Buns, Charcoal Bag",Ground Beef,3,1
0.006542235905329998,0.10583028670386761,0.005772561092938233,0.8823529411764706,8.337433155080214,1.0,0.005080194391392822,7.600442563017124,0.8858544773710374,0.05415162454873646,0.8684287142875226,0.46844919786096256,"BBQ Sauce, Burger Buns",Ground Beef,2,1
0.009236097748701174,0.10583028670386761,0.006349817202232057,0.6875,6.49625,1.0,0.005372358329462066,2.8613430825476236,0.8539522237327636,0.058407079646017705,0.650513772326232,0.37375,"Burger Buns, Charcoal Bag",Ground Beef,2,1
0.011545122185876467,0.07408120069270734,0.005387723686742351,0.4666666666666666,6.299393939393938,1.0,0.004532447173068608,1.7360977487011735,0.851080397118941,0.06714628297362109,0.42399556663895804,0.26969696969696966,"Guacamole Dip, Salsa Dip",Tortilla Chips,2,1
0.009428516451799115,0.10583028670386761,0.005580142389840293,0.5918367346938775,5.592319109461966,1.0,0.00458231979055426,2.1907157975755243,0.8289995445167858,0.050877192982456146,0.5435281924260988,0.32228200371057514,"BBQ Sauce, Charcoal Bag",Ground Beef,2,1
0.02347508177794882,0.049259187993072925,0.006349817202232057,0.2704918032786885,5.491194928278688,1.0,0.005193453735779316,1.303262686121855,0.8375518734139423,0.0956521739130435,0.23269498110490672,0.19969902663934425,Parmesan Cheese,Tomato Pasta Sauce,1,1
0.032133923417356165,0.10583028670386761,0.01539349624783529,0.47904191616766467,4.52651061513337,1.0,0.011992753919656362,1.7163947370167139,0.8049453280318092,0.12558869701726844,0.41738343841690406,0.3122482308111051,Burger Buns,Ground Beef,1,1
0.014238984029247642,0.08908985953434674,0.005387723686742351,0.37837837837837834,4.247154281711516,1.0,0.004119174599664872,1.4653771824882245,0.7755918686037757,0.05500982318271119,0.3175818403955286,0.21942677018270967,"Guacamole Dip, Tortilla Chips",Salsa Dip,2,1
0.03290359822974793,0.10583028670386761,0.014431402732345585,0.43859649122807026,4.144338118022329,1.0,0.01094920549810249,1.592739801808736,0.7845204934341425,0.11609907120743035,0.37215105765273965,0.28748006379585334,Ketchup,Ground Beef,1,1
0.014816240138541466,0.08832018472195498,0.005387723686742351,0.3636363636363636,4.117250940780352,1.0,0.0040791506208215245,1.432639709722642,0.7685058593749998,0.05511811023622047,0.30198779692236843,0.21231927114280053,"Salsa Dip, Tortilla Chips",Guacamole Dip,2,1
0.0173176832788147,0.08177794881662498,0.005387723686742351,0.31111111111111106,3.804339869281045,1.0,0.00397151906994492,1.332902977524254,0.7501328708495342,0.057494866529774126,0.2497578466983328,0.18849673202614375,Diapers Pack,Beer 6-Pack,1,1
0.02578410621512411,0.08908985953434674,0.007119492014623821,0.27611940298507465,3.099335933722317,1.0,0.004822389613699737,1.258370709509253,0.6952773433121052,0.06607142857142856,0.20532161751445566,0.17801650494826088,Peanut Butter,White Bread,1,1
0.02212815085626323,0.10583028670386761,0.007119492014623821,0.3217391304347826,3.0401422924901182,1.0,0.004777663465279049,1.3183271413981437,0.6862535498899134,0.0589171974522293,0.24146293541415215,0.19450592885375492,Charcoal Bag,Ground Beef,1,1
0.07831441216086203,0.09409274581489321,0.02232056955936117,0.28501228501228504,3.029056943167373,1.0,0.014951751482266396,1.2670249225200634,0.726781729177165,0.14871794871794874,0.21074954231283885,0.26111554945910775,Cereal,Milk 1L,1,1
0.02867038676159323,0.10583028670386761,0.007504329420819703,0.26174496644295303,2.4732519829164126,1.0,0.004470134169929522,1.2111935207374884,0.6132563289853306,0.05909090909090909,0.1743681064351252,0.16632702867602198,BBQ Sauce,Ground Beef,1,1
