antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,antecedent_len,consequent_len,actionability_score,novelty,consequent_price,antecedent_support_count,baskets_missing_consequent,estimated_incremental_baskets_per_period,estimated_incremental_revenue_per_period,business_insight,recommended_action
0.049259187993072925,0.01885703290359823,0.015008658841639407,0.3046875,16.157764668367346,1.0,0.0140797767128495,1.4110820200937015,0.986715032252373,0.2826086956521739,0.2913239728378113,0.5503029336734694,Tomato Pasta Sauce,Spaghetti,1,1,7.626616379310345,Obvious (known pattern),1.9,256.0,178.0,35.6,67.64,Customers who buy **Tomato Pasta Sauce** buy **Spaghetti** 30% of the time — that's 16.16x more often than if the two were unrelated (lift=16.16). Closing this gap for even a fraction of missed baskets could add roughly **$68** in incremental revenue over the analysis period.,Feature 'Spaghetti' in a 'frequently bought with Tomato Pasta Sauce' recommendation slot online and on receipts.
0.006542235905329998,0.02212815085626323,0.005964979796036175,0.9117647058823529,41.20383631713555,1.0,0.005820212212985771,11.082547623629015,0.9821559108545296,0.2627118644067796,0.9097680394471838,0.5906649616368287,"BBQ Sauce, Burger Buns",Charcoal Bag,2,1,7.62525354969574,Noteworthy,8.2,34.0,3.000000000000001,0.6,4.92,"Customers who buy **BBQ Sauce, Burger Buns** buy **Charcoal Bag** 91% of the time — that's 41.2x more often than if the two were unrelated (lift=41.2). Closing this gap for even a fraction of missed baskets could add roughly **$5** in incremental revenue over the analysis period.","High priority: co-locate Charcoal Bag next to BBQ Sauce, Burger Buns, or bundle them at a small discount; this is a strong, reliable pattern."
0.005772561092938233,0.02212815085626323,0.005387723686742351,0.9333333333333332,42.178550724637674,1.0,0.005259987584050818,14.66807773715603,0.9819596892366391,0.2393162393162393,0.9318247409156499,0.5884057971014492,"BBQ Sauce, Burger Buns, Ground Beef",Charcoal Bag,3,1,7.5908045977011485,Obvious (known pattern),8.2,30.0,2.0000000000000027,0.4,3.28,"Customers who buy **BBQ Sauce, Burger Buns, Ground Beef** buy **Charcoal Bag** 93% of the time — that's 42.18x more often than if the two were unrelated (lift=42.18). Closing this gap for even a fraction of missed baskets could add roughly **$3** in incremental revenue over the analysis period.","High priority: co-locate Charcoal Bag next to BBQ Sauce, Burger Buns, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.028093130652299403,0.0173176832788147,0.012314796998268231,0.4383561643835616,25.31263318112633,1.0,0.011828289059321349,1.7496538809913786,0.9882572757869729,0.3720930232558139,0.4284583877621636,0.5747336377473364,Baby Wipes,Diapers Pack,1,1,7.531884742560226,Noteworthy,14.9,146.0,82.0,16.4,244.36,Customers who buy **Baby Wipes** buy **Diapers Pack** 44% of the time — that's 25.31x more often than if the two were unrelated (lift=25.31). Closing this gap for even a fraction of missed baskets could add roughly **$244** in incremental revenue over the analysis period.,"High priority: co-locate Diapers Pack next to Baby Wipes, or bundle them at a small discount; this is a strong, reliable pattern."
0.03348085433904176,0.02578410621512411,0.012892053107562055,0.3850574712643678,14.93390804597701,1.0,0.012028779203111104,1.5842389300800783,0.9653593470037827,0.2780082987551867,0.3687820814064624,0.44252873563218387,Strawberry Jam,Peanut Butter,1,1,7.50287356321839,Obvious (known pattern),4.5,174.0,107.00000000000001,21.4,96.3,Customers who buy **Strawberry Jam** buy **Peanut Butter** 39% of the time — that's 14.93x more often than if the two were unrelated (lift=14.93). Closing this gap for even a fraction of missed baskets could add roughly **$96** in incremental revenue over the analysis period.,Feature 'Peanut Butter' in a 'frequently bought with Strawberry Jam' recommendation slot online and on receipts.
0.006349817202232057,0.02867038676159323,0.005387723686742351,0.8484848484848484,29.594468171649375,1.0,0.00520567197168894,6.410775447373481,0.9723843642801814,0.1818181818181818,0.8440126302646112,0.5182021557860483,"Burger Buns, Charcoal Bag, Ground Beef",BBQ Sauce,3,1,7.4211076280041794,Obvious (known pattern),3.9,33.0,5.000000000000003,1.0,3.9,"Customers who buy **Burger Buns, Charcoal Bag, Ground Beef** buy **BBQ Sauce** 85% of the time — that's 29.59x more often than if the two were unrelated (lift=29.59). Closing this gap for even a fraction of missed baskets could add roughly **$4** in incremental revenue over the analysis period.","High priority: co-locate BBQ Sauce next to Burger Buns, Charcoal Bag, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.006542235905329998,0.007119492014623821,0.005387723686742351,0.8235294117647057,115.67249602543718,1.0,0.005341146290456569,5.626322878583793,0.9978832904457542,0.6511627906976744,0.8222640218878248,0.7901430842607312,"BBQ Sauce, Burger Buns","Charcoal Bag, Ground Beef",2,2,7.3711967545638934,Obvious (known pattern),15.1,34.0,6.000000000000005,1.2,18.12,"Customers who buy **BBQ Sauce, Burger Buns** buy **Charcoal Bag, Ground Beef** 82% of the time — that's 115.67x more often than if the two were unrelated (lift=115.67). Closing this gap for even a fraction of missed baskets could add roughly **$18** in incremental revenue over the analysis period.","High priority: co-locate Charcoal Bag, Ground Beef next to BBQ Sauce, Burger Buns, or bundle them at a small discount; this is a strong, reliable pattern."
0.007119492014623821,0.02867038676159323,0.005580142389840293,0.7837837837837838,27.337747143116268,1.0,0.005376023800234953,4.492399461227631,0.970328789093825,0.18471337579617836,0.7774018075127425,0.48920732813350265,"Charcoal Bag, Ground Beef",BBQ Sauce,2,1,7.3175675675675675,Noteworthy,3.9,37.0,8.0,1.6,6.24,"Customers who buy **Charcoal Bag, Ground Beef** buy **BBQ Sauce** 78% of the time — that's 27.34x more often than if the two were unrelated (lift=27.34). Closing this gap for even a fraction of missed baskets could add roughly **$6** in incremental revenue over the analysis period.","High priority: co-locate BBQ Sauce next to Charcoal Bag, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.007504329420819703,0.032133923417356165,0.005772561092938233,0.7692307692307693,23.938277291570706,1.0,0.005531417546031,4.194086331858124,0.965471112834432,0.17045454545454547,0.761569047254932,0.47443574389682175,"BBQ Sauce, Ground Beef",Burger Buns,2,1,7.314323607427055,Obvious (known pattern),2.8,39.0,8.999999999999998,1.8,5.04,"Customers who buy **BBQ Sauce, Ground Beef** buy **Burger Buns** 77% of the time — that's 23.94x more often than if the two were unrelated (lift=23.94). Closing this gap for even a fraction of missed baskets could add roughly **$5** in incremental revenue over the analysis period.","High priority: co-locate Burger Buns next to BBQ Sauce, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.007119492014623821,0.006542235905329998,0.005387723686742351,0.7567567567567567,115.6724960254372,1.0,0.005341146290456569,4.084215252389198,0.9984634551495016,0.6511627906976744,0.7551549224994896,0.7901430842607312,"Charcoal Bag, Ground Beef","BBQ Sauce, Burger Buns",2,2,7.237651444547995,Obvious (known pattern),6.699999999999999,37.0,9.000000000000002,1.8,12.06,"Customers who buy **Charcoal Bag, Ground Beef** buy **BBQ Sauce, Burger Buns** 76% of the time — that's 115.67x more often than if the two were unrelated (lift=115.67). Closing this gap for even a fraction of missed baskets could add roughly **$12** in incremental revenue over the analysis period.","High priority: co-locate BBQ Sauce, Burger Buns next to Charcoal Bag, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.007504329420819703,0.02212815085626323,0.005580142389840293,0.7435897435897436,33.60379041248606,1.0,0.0054140854563413,3.813700211660574,0.9775775160112847,0.232,0.7377874650601923,0.49788182831661093,"BBQ Sauce, Ground Beef",Charcoal Bag,2,1,7.237179487179487,Noteworthy,8.2,39.0,10.0,2.0,16.4,"Customers who buy **BBQ Sauce, Ground Beef** buy **Charcoal Bag** 74% of the time — that's 33.6x more often than if the two were unrelated (lift=33.6). Closing this gap for even a fraction of missed baskets could add roughly **$16** in incremental revenue over the analysis period.","High priority: co-locate Charcoal Bag next to BBQ Sauce, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.0205888012314797,0.02770829324610352,0.009428516451799115,0.45794392523364486,16.52732346832814,1.0,0.008858035909691538,1.7937105624597744,0.9592438154043542,0.2425742574257426,0.44249645348095235,0.39911085150571135,Balloons Pack,Candles,1,1,7.183129229777635,Noteworthy,4.0,107.0,58.00000000000001,11.6,46.4,Customers who buy **Balloons Pack** buy **Candles** 46% of the time — that's 16.53x more often than if the two were unrelated (lift=16.53). Closing this gap for even a fraction of missed baskets could add roughly **$46** in incremental revenue over the analysis period.,"High priority: co-locate Candles next to Balloons Pack, or bundle them at a small discount; this is a strong, reliable pattern."
0.007504329420819703,0.009236097748701174,0.005387723686742351,0.7179487179487178,77.73290598290596,1.0,0.0053184129666732066,3.512708380709149,0.9945992355841136,0.4745762711864406,0.7153193799144468,0.6506410256410255,"BBQ Sauce, Ground Beef","Burger Buns, Charcoal Bag",2,2,7.160035366931918,Obvious (known pattern),11.0,39.0,11.000000000000004,2.2,24.2,"Customers who buy **BBQ Sauce, Ground Beef** buy **Burger Buns, Charcoal Bag** 72% of the time — that's 77.73x more often than if the two were unrelated (lift=77.73). Closing this gap for even a fraction of missed baskets could add roughly **$24** in incremental revenue over the analysis period.","High priority: co-locate Burger Buns, Charcoal Bag next to BBQ Sauce, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.0205888012314797,0.03271117952664999,0.009236097748701174,0.4485981308411215,13.713908741066522,1.0,0.00856261377537973,1.754235657468618,0.9465700720366732,0.20960698689956336,0.42995116092725455,0.36547553600879606,Balloons Pack,Paper Plates,1,1,7.1385755720270705,Noteworthy,2.9,107.0,58.99999999999999,11.8,34.22,Customers who buy **Balloons Pack** buy **Paper Plates** 45% of the time — that's 13.71x more often than if the two were unrelated (lift=13.71). Closing this gap for even a fraction of missed baskets could add roughly **$34** in incremental revenue over the analysis period.,"High priority: co-locate Paper Plates next to Balloons Pack, or bundle them at a small discount; this is a strong, reliable pattern."
0.02212815085626323,0.02867038676159323,0.009428516451799115,0.4260869565217391,14.86156988619784,1.0,0.008794093808431169,1.6924682654911631,0.9538185994586736,0.22790697674418606,0.40914697168056224,0.3774730084622119,Charcoal Bag,BBQ Sauce,1,1,7.119415292353823,Noteworthy,3.9,115.0,66.0,13.2,51.48,Customers who buy **Charcoal Bag** buy **BBQ Sauce** 43% of the time — that's 14.86x more often than if the two were unrelated (lift=14.86). Closing this gap for even a fraction of missed baskets could add roughly **$51** in incremental revenue over the analysis period.,"High priority: co-locate BBQ Sauce next to Charcoal Bag, or bundle them at a small discount; this is a strong, reliable pattern."
0.009236097748701174,0.02867038676159323,0.005964979796036175,0.6458333333333334,22.526146532438478,1.0,0.0057001773014130315,2.742577731496678,0.9645155025404243,0.18674698795180725,0.6353795232435288,0.4269435123042506,"Burger Buns, Charcoal Bag",BBQ Sauce,2,1,7.093390804597702,Noteworthy,3.9,48.0,17.0,3.4,13.26,"Customers who buy **Burger Buns, Charcoal Bag** buy **BBQ Sauce** 65% of the time — that's 22.53x more often than if the two were unrelated (lift=22.53). Closing this gap for even a fraction of missed baskets could add roughly **$13** in incremental revenue over the analysis period.","High priority: co-locate BBQ Sauce next to Burger Buns, Charcoal Bag, or bundle them at a small discount; this is a strong, reliable pattern."
0.02212815085626323,0.032133923417356165,0.009236097748701174,0.41739130434782606,12.989117417339235,1.0,0.008525033443718308,1.6612626687612544,0.9438992194674013,0.20512820512820515,0.3980482323450601,0.35240822702421243,Charcoal Bag,Burger Buns,1,1,7.076161919040479,Noteworthy,2.8,115.0,67.0,13.4,37.52,Customers who buy **Charcoal Bag** buy **Burger Buns** 42% of the time — that's 12.99x more often than if the two were unrelated (lift=12.99). Closing this gap for even a fraction of missed baskets could add roughly **$38** in incremental revenue over the analysis period.,"High priority: co-locate Burger Buns next to Charcoal Bag, or bundle them at a small discount; this is a strong, reliable pattern."
0.009428516451799115,0.032133923417356165,0.005964979796036175,0.6326530612244898,19.688011731638767,1.0,0.005662004570434779,2.6347465418083083,0.9582424743715067,0.16756756756756758,0.6204568507323407,0.40914090186972996,"BBQ Sauce, Charcoal Bag",Burger Buns,2,1,7.067030260380014,Noteworthy,2.8,49.0,18.0,3.6,10.08,"Customers who buy **BBQ Sauce, Charcoal Bag** buy **Burger Buns** 63% of the time — that's 19.69x more often than if the two were unrelated (lift=19.69). Closing this gap for even a fraction of missed baskets could add roughly **$10** in incremental revenue over the analysis period.","High priority: co-locate Burger Buns next to BBQ Sauce, Charcoal Bag, or bundle them at a small discount; this is a strong, reliable pattern."
0.02770829324610352,0.0205888012314797,0.009428516451799115,0.3402777777777778,16.52732346832814,1.0,0.008858035909691538,1.4845811855017572,0.9662677657645286,0.2425742574257426,0.3264093538528705,0.39911085150571135,Candles,Balloons Pack,1,1,6.9477969348659006,Noteworthy,3.5,144.0,95.0,19.0,66.5,Customers who buy **Candles** buy **Balloons Pack** 34% of the time — that's 16.53x more often than if the two were unrelated (lift=16.53). Closing this gap for even a fraction of missed baskets could add roughly **$66** in incremental revenue over the analysis period.,Feature 'Balloons Pack' in a 'frequently bought with Candles' recommendation slot online and on receipts.
0.02867038676159323,0.02212815085626323,0.009428516451799115,0.3288590604026846,14.861569886197842,1.0,0.008794093808431169,1.457029055224168,0.960242892719687,0.22790697674418606,0.313671888412584,0.3774730084622119,BBQ Sauce,Charcoal Bag,1,1,6.9249595001157145,Noteworthy,8.2,149.0,99.99999999999999,20.0,164.0,Customers who buy **BBQ Sauce** buy **Charcoal Bag** 33% of the time — that's 14.86x more often than if the two were unrelated (lift=14.86). Closing this gap for even a fraction of missed baskets could add roughly **$164** in incremental revenue over the analysis period.,Feature 'Charcoal Bag' in a 'frequently bought with BBQ Sauce' recommendation slot online and on receipts.
0.009236097748701174,0.007504329420819703,0.005387723686742351,0.5833333333333333,77.73290598290598,1.0,0.0053184129666732066,2.381989609390032,0.9963377077379798,0.4745762711864406,0.5801828874240661,0.6506410256410255,"Burger Buns, Charcoal Bag","BBQ Sauce, Ground Beef",2,2,6.890804597701148,Obvious (known pattern),10.8,48.0,20.000000000000004,4.0,43.2,"Customers who buy **Burger Buns, Charcoal Bag** buy **BBQ Sauce, Ground Beef** 58% of the time — that's 77.73x more often than if the two were unrelated (lift=77.73). Closing this gap for even a fraction of missed baskets could add roughly **$43** in incremental revenue over the analysis period.","High priority: co-locate BBQ Sauce, Ground Beef next to Burger Buns, Charcoal Bag, or bundle them at a small discount; this is a strong, reliable pattern."
0.009428516451799115,0.01539349624783529,0.005387723686742351,0.5714285714285714,37.12142857142857,1.0,0.005242585854118928,2.2974151754217176,0.9823232323232323,0.2772277227722772,0.5647282168681426,0.4607142857142857,"BBQ Sauce, Charcoal Bag","Burger Buns, Ground Beef",2,2,6.866995073891625,Obvious (known pattern),9.7,49.0,21.0,4.2,40.74,"Customers who buy **BBQ Sauce, Charcoal Bag** buy **Burger Buns, Ground Beef** 57% of the time — that's 37.12x more often than if the two were unrelated (lift=37.12). Closing this gap for even a fraction of missed baskets could add roughly **$41** in incremental revenue over the analysis period.","High priority: co-locate Burger Buns, Ground Beef next to BBQ Sauce, Charcoal Bag, or bundle them at a small discount; this is a strong, reliable pattern."
0.014431402732345585,0.032133923417356165,0.00673465460842794,0.4666666666666667,14.522554890219562,1.0,0.006270917018221722,1.8147488935924572,0.9447760361465944,0.16908212560386476,0.448959575878065,0.33812375249501,"Ground Beef, Ketchup",Burger Buns,2,1,6.838505747126437,Obvious (known pattern),2.8,75.0,40.0,8.0,22.4,"Customers who buy **Ground Beef, Ketchup** buy **Burger Buns** 47% of the time — that's 14.52x more often than if the two were unrelated (lift=14.52). Closing this gap for even a fraction of missed baskets could add roughly **$22** in incremental revenue over the analysis period.","High priority: co-locate Burger Buns next to Ground Beef, Ketchup, or bundle them at a small discount; this is a strong, reliable pattern."
0.032133923417356165,0.02212815085626323,0.009236097748701174,0.2874251497005988,12.989117417339234,1.0,0.008525033443718308,1.3723075530000342,0.9536572233267065,0.20512820512820515,0.27130037445769617,0.35240822702421243,Burger Buns,Charcoal Bag,1,1,6.816229609746025,Noteworthy,8.2,167.0,118.99999999999999,23.8,195.16,Customers who buy **Burger Buns** buy **Charcoal Bag** 29% of the time — that's 12.99x more often than if the two were unrelated (lift=12.99). Closing this gap for even a fraction of missed baskets could add roughly **$195** in incremental revenue over the analysis period.,Feature 'Charcoal Bag' in a 'frequently bought with Burger Buns' recommendation slot online and on receipts.
0.03271117952664999,0.0205888012314797,0.009236097748701174,0.28235294117647064,13.713908741066522,1.0,0.00856261377537973,1.3647533097594138,0.9584327962336715,0.20960698689956336,0.26726684386917837,0.36547553600879606,Paper Plates,Balloons Pack,1,1,6.806085192697768,Noteworthy,3.5,170.0,121.99999999999999,24.4,85.4,Customers who buy **Paper Plates** buy **Balloons Pack** 28% of the time — that's 13.71x more often than if the two were unrelated (lift=13.71). Closing this gap for even a fraction of missed baskets could add roughly **$85** in incremental revenue over the analysis period.,Feature 'Balloons Pack' in a 'frequently bought with Paper Plates' recommendation slot online and on receipts.
0.005964979796036175,0.10583028670386761,0.005387723686742351,0.9032258064516128,8.53466275659824,1.0,0.004756448164745065,9.239753704060021,0.8881284221005475,0.05063291139240506,0.8917720069139298,0.47706744868035184,"BBQ Sauce, Burger Buns, Charcoal Bag",Ground Beef,3,1,6.797920922236829,Obvious (known pattern),6.9,31.0,3.0000000000000044,0.6,4.14,"Customers who buy **BBQ Sauce, Burger Buns, Charcoal Bag** buy **Ground Beef** 90% of the time — that's 8.53x more often than if the two were unrelated (lift=8.53). Closing this gap for even a fraction of missed baskets could add roughly **$4** in incremental revenue over the analysis period.","High priority: co-locate Ground Beef next to BBQ Sauce, Burger Buns, Charcoal Bag, or bundle them at a small discount; this is a strong, reliable pattern."
0.01539349624783529,0.03290359822974793,0.00673465460842794,0.4375,13.296418128654972,1.0,0.006228153192538035,1.7192824920360037,0.9392501186521119,0.16203703703703703,0.41836201750895347,0.32108918128654973,"Burger Buns, Ground Beef",Ketchup,2,1,6.780172413793103,Obvious (known pattern),2.6,80.0,45.0,9.0,23.4,"Customers who buy **Burger Buns, Ground Beef** buy **Ketchup** 44% of the time — that's 13.3x more often than if the two were unrelated (lift=13.3). Closing this gap for even a fraction of missed baskets could add roughly **$23** in incremental revenue over the analysis period.","High priority: co-locate Ketchup next to Burger Buns, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
0.006542235905329998,0.10583028670386761,0.005772561092938233,0.8823529411764706,8.337433155080214,1.0,0.005080194391392822,7.600442563017124,0.8858544773710374,0.05415162454873646,0.8684287142875226,0.46844919786096256,"BBQ Sauce, Burger Buns",Ground Beef,2,1,6.709284528858565,Obvious (known pattern),6.9,34.0,4.000000000000001,0.8,5.52,"Customers who buy **BBQ Sauce, Burger Buns** buy **Ground Beef** 88% of the time — that's 8.34x more often than if the two were unrelated (lift=8.34). Closing this gap for even a fraction of missed baskets could add roughly **$6** in incremental revenue over the analysis period.","High priority: co-locate Ground Beef next to BBQ Sauce, Burger Buns, or bundle them at a small discount; this is a strong, reliable pattern."
0.015008658841639407,0.02347508177794882,0.006349817202232057,0.4230769230769231,18.022383354350566,1.0,0.0059974877085472375,1.692643191584889,0.9589053259692056,0.1976047904191617,0.40920803334596434,0.3467843631778058,"Spaghetti, Tomato Pasta Sauce",Parmesan Cheese,2,1,6.699602122015915,Obvious (known pattern),6.5,78.0,44.99999999999999,9.0,58.5,"Customers who buy **Spaghetti, Tomato Pasta Sauce** buy **Parmesan Cheese** 42% of the time — that's 18.02x more often than if the two were unrelated (lift=18.02). Closing this gap for even a fraction of missed baskets could add roughly **$58** in incremental revenue over the analysis period.","High priority: co-locate Parmesan Cheese next to Spaghetti, Tomato Pasta Sauce, or bundle them at a small discount; this is a strong, reliable pattern."
0.0173176832788147,0.02405233788724264,0.00673465460842794,0.3888888888888889,16.168444444444443,1.0,0.006318123838781636,1.5970052652754212,0.9546840471062128,0.19444444444444445,0.37382798808271994,0.33444444444444443,Baby Formula,Baby Food Jars,1,1,6.682950191570881,Noteworthy,2.1,90.0,55.00000000000001,11.0,23.1,Customers who buy **Baby Formula** buy **Baby Food Jars** 39% of the time — that's 16.17x more often than if the two were unrelated (lift=16.17). Closing this gap for even a fraction of missed baskets could add roughly **$23** in incremental revenue over the analysis period.,Feature 'Baby Food Jars' in a 'frequently bought with Baby Formula' recommendation slot online and on receipts.
0.01539349624783529,0.02212815085626323,0.006349817202232057,0.4125,18.64141304347826,1.0,0.006009187595054636,1.664462721946786,0.9611514796193318,0.20370370370370372,0.39920552931916564,0.3497282608695652,"Burger Buns, Ground Beef",Charcoal Bag,2,1,6.67844827586207,Obvious (known pattern),8.2,80.0,47.0,9.4,77.08,"Customers who buy **Burger Buns, Ground Beef** buy **Charcoal Bag** 41% of the time — that's 18.64x more often than if the two were unrelated (lift=18.64). Closing this gap for even a fraction of missed baskets could add roughly **$77** in incremental revenue over the analysis period.","High priority: co-locate Charcoal Bag next to Burger Buns, Ground Beef, or bundle them at a small discount; this is a strong, reliable pattern."
